,survived,class_3,is_female,age,DW_pscore,DW_logit,DW_predict,SK_pscore,SK_logit,SK_predict,match,distance
35,0,1,0,47,0.3517564184547298,-0.6113275801328586,0,0.3531130176965369,-0.6053834305116532,0,370.0,0.0
36,0,1,1,30,0.354956024672366,-0.5973245856342081,0,0.35118334969466886,-0.6138417148206764,0,207.0,0.0
37,0,1,1,30,0.354956024672366,-0.5973245856342081,0,0.35118334969466886,-0.6138417148206764,0,207.0,0.0
38,0,1,1,30,0.354956024672366,-0.5973245856342081,0,0.35118334969466886,-0.6138417148206764,0,207.0,0.0
39,1,1,1,30,0.354956024672366,-0.5973245856342081,0,0.35118334969466886,-0.6138417148206764,0,414.0,0.0
40,0,1,1,29,0.36704569246203794,-0.5449118926284058,0,0.3632593586587156,-0.5612453504074693,0,319.0,-0.0032471214063570786
41,0,1,1,29,0.36704569246203794,-0.5449118926284058,0,0.3632593586587156,-0.5612453504074693,0,49.0,0.0
42,1,1,1,29,0.36704569246203794,-0.5449118926284058,0,0.3632593586587156,-0.5612453504074693,0,49.0,0.0
43,0,1,0,45,0.37601385015746946,-0.5065021941212546,0,0.3774958542408906,-0.5001907016852379,0,581.0,-0.008968157695431522
44,0,1,0,45,0.37601385015746946,-0.5065021941212546,0,0.3774958542408906,-0.5001907016852379,0,266.0,0.0
45,1,1,0,45,0.37601385015746946,-0.5065021941212546,0,0.3774958542408906,-0.5001907016852379,0,47.0,0.0
46,0,1,1,28,0.3793049970706507,-0.49249919962260397,0,0.37551028811532905,-0.5086489859942618,0,341.0,0.0
47,0,1,1,28,0.3793049970706507,-0.49249919962260397,0,0.37551028811532905,-0.5086489859942618,0,699.0,0.0
48,0,1,0,44,0.3883888916070848,-0.45408950111545254,0,0.38993288591877595,-0.4475943372720305,0,341.0,-0.0090838945364341
49,0,1,0,44,0.3883888916070848,-0.45408950111545254,0,0.38993288591877595,-0.4475943372720305,0,197.0,0.0
50,0,1,0,44,0.3883888916070848,-0.45408950111545254,0,0.38993288591877595,-0.4475943372720305,0,190.0,0.0
51,1,1,0,44,0.3883888916070848,-0.45408950111545254,0,0.38993288591877595,-0.4475943372720305,0,190.0,0.0
52,1,1,1,27,0.3917203566514209,-0.44008650661680176,0,0.38792266846194184,-0.4560526215810541,0,32.0,0.0
53,1,1,1,27,0.3917203566514209,-0.44008650661680176,0,0.38792266846194184,-0.4560526215810541,0,692.0,0.0
54,1,1,1,27,0.3917203566514209,-0.44008650661680176,0,0.38792266846194184,-0.4560526215810541,0,32.0,0.0
55,0,1,0,43,0.400909535471221,-0.40167680810965034,0,0.40251472169348995,-0.39499797285882304,0,32.0,-0.009189178819800081
56,0,1,0,43,0.400909535471221,-0.40167680810965034,0,0.40251472169348995,-0.39499797285882304,0,32.0,-0.009189178819800081
57,0,1,1,26,0.4042774079149204,-0.38767381361099956,0,0.4004822209345079,-0.40345625716784644,0,249.0,0.0
58,1,1,1,26,0.4042774079149204,-0.38767381361099956,0,0.4004822209345079,-0.40345625716784644,0,234.0,0.0
59,1,1,1,26,0.4042774079149204,-0.38767381361099956,0,0.4004822209345079,-0.40345625716784644,0,234.0,0.0
60,0,1,0,42,0.4135608826202095,-0.34926411510384797,0,0.41522621587136666,-0.34240160844561557,0,120.0,0.0
61,0,1,0,42,0.4135608826202095,-0.34926411510384797,0,0.41522621587136666,-0.34240160844561557,0,562.0,0.0
62,0,1,0,42,0.4135608826202095,-0.34926411510384797,0,0.41522621587136666,-0.34240160844561557,0,562.0,0.0
63,0,1,0,42,0.4135608826202095,-0.34926411510384797,0,0.41522621587136666,-0.34240160844561557,0,174.0,0.0
64,0,1,1,25,0.41696106481932266,-0.3352611206051976,0,0.4131739148724427,-0.3508598927546394,0,232.0,-0.0034001821991131442
65,0,1,1,25,0.41696106481932266,-0.3352611206051976,0,0.4131739148724427,-0.3508598927546394,0,396.0,0.0
66,0,1,0,41,0.42632735904017305,-0.2968514220980463,0,0.4280515472222967,-0.28980524403240837,0,704.0,-0.00936629422085039
67,0,1,0,41,0.42632735904017305,-0.2968514220980463,0,0.4280515472222967,-0.28980524403240837,0,704.0,-0.00936629422085039
68,1,1,1,24,0.42975558486784626,-0.2828484275993955,0,0.42598203289201625,-0.2982635283414314,0,294.0,0.0
69,1,1,1,24,0.42975558486784626,-0.2828484275993955,0,0.42598203289201625,-0.2982635283414314,0,350.0,0.0
70,1,1,1,24,0.42975558486784626,-0.2828484275993955,0,0.42598203289201625,-0.2982635283414314,0,158.0,0.0
71,0,1,1,24,0.42975558486784626,-0.2828484275993955,0,0.42598203289201625,-0.2982635283414314,0,247.0,0.0
72,0,1,0,40,0.4391927873718519,-0.24443872909224362,0,0.44097429268578603,-0.23720887961920092,0,247.0,-0.009437202504005648
73,0,1,0,40,0.4391927873718519,-0.24443872909224362,0,0.44097429268578603,-0.23720887961920092,0,247.0,-0.009437202504005648
74,0,1,0,40,0.4391927873718519,-0.24443872909224362,0,0.44097429268578603,-0.23720887961920092,0,247.0,-0.009437202504005648
75,0,1,0,40,0.4391927873718519,-0.24443872909224362,0,0.44097429268578603,-0.23720887961920092,0,24.0,0.0
76,0,1,0,40,0.4391927873718519,-0.24443872909224362,0,0.44097429268578603,-0.23720887961920092,0,24.0,0.0
77,0,1,0,40,0.4391927873718519,-0.24443872909224362,0,0.44097429268578603,-0.23720887961920092,0,212.0,0.0
78,0,1,1,23,0.44264464247672203,-0.23043573459359293,0,0.43889024345905847,-0.24566716392822444,0,212.0,-0.0034518551048701163
79,1,1,1,23,0.44264464247672203,-0.23043573459359293,0,0.43889024345905847,-0.24566716392822444,0,377.0,0.0
80,1,1,0,39,0.4521404650452955,-0.19202603608644184,0,0.4539775077188426,-0.18461251520599342,0,377.0,-0.009495822568573453
81,0,1,0,39,0.4521404650452955,-0.19202603608644184,0,0.4539775077188426,-0.18461251520599342,0,315.0,-0.009495822568573453
82,0,1,0,39,0.4521404650452955,-0.19202603608644184,0,0.4539775077188426,-0.18461251520599342,0,643.0,0.0
83,0,1,0,39,0.4521404650452955,-0.19202603608644184,0,0.4539775077188426,-0.18461251520599342,0,560.0,0.0
84,1,1,1,22,0.45561140874955985,-0.17802304158779156,0,0.45188168021871183,-0.19307079951501652,0,560.0,-0.003470943704264373
85,0,1,1,22,0.45561140874955985,-0.17802304158779156,0,0.45188168021871183,-0.19307079951501652,0,427.0,0.0
86,1,1,1,22,0.45561140874955985,-0.17802304158779156,0,0.45188168021871183,-0.19307079951501652,0,427.0,0.0
87,0,1,1,22,0.45561140874955985,-0.17802304158779156,0,0.45188168021871183,-0.19307079951501652,0,286.0,0.0
88,1,1,1,22,0.45561140874955985,-0.17802304158779156,0,0.45188168021871183,-0.19307079951501652,0,286.0,0.0
89,1,1,1,22,0.45561140874955985,-0.17802304158779156,0,0.45188168021871183,-0.19307079951501652,0,122.0,0.0
90,0,1,0,38,0.4651532482583503,-0.1396133430806401,0,0.46704381249931115,-0.1320161507927857,0,180.0,0.0
91,0,1,0,38,0.4651532482583503,-0.1396133430806401,0,0.46704381249931115,-0.1320161507927857,0,267.0,0.0
92,0,1,0,38,0.4651532482583503,-0.1396133430806401,0,0.46704381249931115,-0.1320161507927857,0,180.0,0.0
93,0,1,1,21,0.46863863687542556,-0.12561034858198886,0,0.46493902731495307,-0.14047443510180901,0,180.0,-0.003485388617075258
94,0,1,1,21,0.46863863687542556,-0.12561034858198886,0,0.46493902731495307,-0.14047443510180901,0,496.0,0.0
95,1,1,1,21,0.46863863687542556,-0.12561034858198886,0,0.46493902731495307,-0.14047443510180901,0,589.0,0.0
96,0,1,1,21,0.46863863687542556,-0.12561034858198886,0,0.46493902731495307,-0.14047443510180901,0,589.0,0.0
97,0,1,0,37,0.4782136409369129,-0.08720065007483753,0,0.4801554830870188,-0.07941978637957846,0,109.0,0.0
98,0,1,1,20,0.4817087522615404,-0.07319765557618665,0,0.4780446098191925,-0.08787807068860197,0,109.0,-0.0034951113246275423
99,0,1,1,20,0.4817087522615404,-0.07319765557618665,0,0.4780446098191925,-0.08787807068860197,0,470.0,-0.0034951113246275423
100,0,1,0,36,0.4913038877193942,-0.03478795706903514,0,0.4932945465491451,-0.026823421966371032,0,470.0,-0.01309024678248133
101,0,1,0,36,0.4913038877193942,-0.03478795706903514,0,0.4932945465491451,-0.026823421966371032,0,537.0,0.0
102,0,1,0,36,0.4913038877193942,-0.03478795706903514,0,0.4932945465491451,-0.026823421966371032,0,537.0,0.0
103,0,1,0,36,0.4913038877193942,-0.03478795706903514,0,0.4932945465491451,-0.026823421966371032,0,312.0,0.0
104,0,1,0,36,0.4913038877193942,-0.03478795706903514,0,0.4932945465491451,-0.026823421966371032,0,407.0,0.0
105,1,1,1,19,0.4948039464203375,-0.020784962570384927,0,0.4911804882886358,-0.03528170627539471,0,407.0,-0.003500058700943276
106,1,1,1,19,0.4948039464203375,-0.020784962570384927,0,0.4911804882886358,-0.03528170627539471,0,342.0,0.0
107,0,1,0,35,0.5044060699295068,0.017624735936766465,1,0.50644287897838,0.02577294244683648,1,556.0,0.0
108,0,1,0,35,0.5044060699295068,0.017624735936766465,1,0.50644287897838,0.02577294244683648,1,556.0,0.0
109,0,1,0,35,0.5044060699295068,0.017624735936766465,1,0.50644287897838,0.02577294244683648,1,649.0,0.0
110,0,1,0,35,0.5044060699295068,0.017624735936766465,1,0.50644287897838,0.02577294244683648,1,649.0,0.0
111,0,1,0,35,0.5044060699295068,0.017624735936766465,1,0.50644287897838,0.02577294244683648,1,17.0,0.0
112,0,1,1,18,0.507906273557271,0.03162773043541706,1,0.504328556394169,0.017314658137812463,1,17.0,-0.0035002036277642645
113,1,1,1,18,0.507906273557271,0.03162773043541706,1,0.504328556394169,0.017314658137812463,1,514.0,0.0
114,1,1,1,18,0.507906273557271,0.03162773043541706,1,0.504328556394169,0.017314658137812463,1,514.0,0.0
115,0,1,1,18,0.507906273557271,0.03162773043541706,1,0.504328556394169,0.017314658137812463,1,463.0,0.0
116,1,1,1,18,0.507906273557271,0.03162773043541706,1,0.504328556394169,0.017314658137812463,1,463.0,0.0
117,0,1,1,18,0.507906273557271,0.03162773043541706,1,0.504328556394169,0.017314658137812463,1,555.0,0.0
118,0,1,1,18,0.507906273557271,0.03162773043541706,1,0.504328556394169,0.017314658137812463,1,555.0,0.0
119,0,1,1,18,0.507906273557271,0.03162773043541706,1,0.504328556394169,0.017314658137812463,1,555.0,0.0
120,0,1,0,34,0.5175022034426527,0.07003742894256872,1,0.5195823052750099,0.07836930686004397,1,555.0,-0.009595929885381715
121,0,1,0,34,0.5175022034426527,0.07003742894256872,1,0.5195823052750099,0.07836930686004397,1,18.0,0.0
122,0,1,0,34,0.5175022034426527,0.07003742894256872,1,0.5195823052750099,0.07836930686004397,1,327.0,0.0
123,0,1,0,34,0.5175022034426527,0.07003742894256872,1,0.5195823052750099,0.07836930686004397,1,359.0,0.0
124,0,1,0,34,0.5175022034426527,0.07003742894256872,1,0.5195823052750099,0.07836930686004397,1,359.0,0.0
125,0,1,1,17,0.5209977487524828,0.08404042344121918,1,0.5174706404966847,0.06991102255102036,1,359.0,-0.003495545309830095
126,1,1,1,17,0.5209977487524828,0.08404042344121918,1,0.5174706404966847,0.06991102255102036,1,64.0,0.0
127,0,1,0,33,0.5305743373136299,0.12245012194837061,1,0.5326946995288105,0.13096567127325126,1,244.0,-0.00957658856114707
128,0,1,0,33,0.5305743373136299,0.12245012194837061,1,0.5326946995288105,0.13096567127325126,1,697.0,0.0
129,0,1,0,33,0.5305743373136299,0.12245012194837061,1,0.5326946995288105,0.13096567127325126,1,193.0,0.0
130,0,1,0,33,0.5305743373136299,0.12245012194837061,1,0.5326946995288105,0.13096567127325126,1,697.0,0.0
131,0,1,0,33,0.5305743373136299,0.12245012194837061,1,0.5326946995288105,0.13096567127325126,1,697.0,0.0
132,0,1,0,33,0.5305743373136299,0.12245012194837061,1,0.5326946995288105,0.13096567127325126,1,697.0,0.0
133,0,1,0,33,0.5305743373136299,0.12245012194837061,1,0.5326946995288105,0.13096567127325126,1,697.0,0.0
134,0,1,1,16,0.5340604465977687,0.13645311644702157,1,0.5305886000118486,0.12250738696422793,1,697.0,-0.0034861092841388386
135,1,1,1,16,0.5340604465977687,0.13645311644702157,1,0.5305886000118486,0.12250738696422793,1,697.0,-0.0034861092841388386
136,1,1,1,16,0.5340604465977687,0.13645311644702157,1,0.5305886000118486,0.12250738696422793,1,401.0,0.0
137,1,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,265.0,-0.009544205420439877
138,0,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,401.0,-0.009544205420439877
139,0,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,401.0,-0.009544205420439877
140,1,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,401.0,-0.009544205420439877
141,0,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,401.0,-0.009544205420439877
142,1,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,401.0,-0.009544205420439877
143,0,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,96.0,0.0
144,1,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,53.0,0.0
145,0,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,53.0,0.0
146,1,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,96.0,0.0
147,0,1,0,32,0.5436046520182086,0.17486281495417302,1,0.5457620848245849,0.18356203568645865,1,53.0,0.0
148,1,1,1,15,0.5470765991412095,0.18886580945282355,1,0.5436644273874923,0.1751037513774352,1,53.0,-0.003471947123000918
149,1,1,1,15,0.5470765991412095,0.18886580945282355,1,0.5436644273874923,0.1751037513774352,1,53.0,-0.003471947123000918
150,1,1,1,15,0.5470765991412095,0.18886580945282355,1,0.5436644273874923,0.1751037513774352,1,53.0,-0.003471947123000918
151,0,1,0,31,0.5565755561688247,0.22727550795997495,1,0.5587667313067539,0.2361584000996665,1,504.0,0.0
152,1,1,0,31,0.5565755561688247,0.22727550795997495,1,0.5587667313067539,0.2361584000996665,1,352.0,0.0
153,0,1,0,31,0.5565755561688247,0.22727550795997495,1,0.5587667313067539,0.2361584000996665,1,693.0,0.0
154,0,1,1,14,0.5600286920056281,0.24127850245862534,1,0.5566803465255907,0.22770011579064284,1,532.0,-0.0034531358368034004
155,1,1,1,14,0.5600286920056281,0.24127850245862534,1,0.5566803465255907,0.22770011579064284,1,532.0,-0.0034531358368034004
156,0,1,1,14,0.5600286920056281,0.24127850245862534,1,0.5566803465255907,0.22770011579064284,1,348.0,0.0
157,0,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,8.0,-0.009441088589332791
158,1,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,348.0,-0.009441088589332791
159,0,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,143.0,0.0
160,0,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,143.0,0.0
161,0,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,143.0,0.0
162,0,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,143.0,0.0
163,0,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,143.0,0.0
164,0,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,245.0,0.0
165,0,1,0,30,0.5694697805949609,0.2796882009657771,1,0.5716912513732139,0.2887547645128739,1,363.0,0.0
166,1,1,1,13,0.5728995575832697,0.29369119546442746,1,0.5696189085119089,0.28029648020384984,1,176.0,-0.003429776988308819
167,0,1,0,29,0.5822704687308129,0.3321008939715794,1,0.584518690925673,0.34135112892608155,1,623.0,0.0
168,1,1,0,29,0.5822704687308129,0.3321008939715794,1,0.584518690925673,0.34135112892608155,1,623.0,0.0
169,1,1,0,29,0.5822704687308129,0.3321008939715794,1,0.584518690925673,0.34135112892608155,1,269.0,0.0
170,0,1,0,29,0.5822704687308129,0.3321008939715794,1,0.584518690925673,0.34135112892608155,1,623.0,0.0
171,0,1,0,29,0.5822704687308129,0.3321008939715794,1,0.584518690925673,0.34135112892608155,1,269.0,0.0
172,1,1,0,29,0.5822704687308129,0.3321008939715794,1,0.584518690925673,0.34135112892608155,1,269.0,0.0
173,0,1,0,29,0.5822704687308129,0.3321008939715794,1,0.584518690925673,0.34135112892608155,1,269.0,0.0
174,0,1,0,29,0.5822704687308129,0.3321008939715794,1,0.584518690925673,0.34135112892608155,1,269.0,0.0
175,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,269.0,-0.012690793594206995
176,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,269.0,-0.012690793594206995
177,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,269.0,-0.012690793594206995
178,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,269.0,-0.012690793594206995
179,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,269.0,-0.012690793594206995
180,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,269.0,-0.012690793594206995
181,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,20.0,0.0
182,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,20.0,0.0
183,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,275.0,0.0
184,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,275.0,0.0
185,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,677.0,0.0
186,0,1,0,28,0.5949612623250199,0.38451358697738125,1,0.5972326156811364,0.393947493339289,1,63.0,0.0
187,0,1,1,11,0.5983312007530986,0.39851658147603214,1,0.5951963482299957,0.38548920903026535,1,63.0,-0.003369938428078756
188,0,1,0,27,0.6075263815774182,0.43692627998318373,1,0.60981719164483,0.44654385775249633,1,446.0,-0.012565119252398338
189,1,1,0,27,0.6075263815774182,0.43692627998318373,1,0.60981719164483,0.44654385775249633,1,710.0,0.0
190,1,1,0,27,0.6075263815774182,0.43692627998318373,1,0.60981719164483,0.44654385775249633,1,710.0,0.0
191,1,1,0,27,0.6075263815774182,0.43692627998318373,1,0.60981719164483,0.44654385775249633,1,178.0,0.0
192,0,1,0,27,0.6075263815774182,0.43692627998318373,1,0.60981719164483,0.44654385775249633,1,178.0,0.0
193,0,1,1,10,0.6108601545538179,0.4509292744818344,1,0.6078027667974233,0.4380855734434722,1,301.0,-0.003333772976399696
194,1,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
195,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
196,1,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
197,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
198,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
199,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
200,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
201,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
202,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,301.0,-0.012424317335915536
203,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,488.0,0.0
204,0,1,0,26,0.6199506989133338,0.48933897298898565,1,0.6222572589558283,0.49914022216570386,1,712.0,0.0
205,0,1,1,9,0.6232443839499913,0.5033419674876359,1,0.6202670663121704,0.4906819378566801,1,488.0,-0.003293685036657501
206,0,1,1,9,0.6232443839499913,0.5033419674876359,1,0.6202670663121704,0.4906819378566801,1,488.0,-0.003293685036657501
207,0,1,1,9,0.6232443839499913,0.5033419674876359,1,0.6202670663121704,0.4906819378566801,1,488.0,-0.003293685036657501
208,0,1,1,9,0.6232443839499913,0.5033419674876359,1,0.6202670663121704,0.4906819378566801,1,488.0,-0.003293685036657501
209,1,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,488.0,-0.01226910681052329
210,1,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,488.0,-0.01226910681052329
211,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,386.0,0.0
212,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,386.0,0.0
213,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,386.0,0.0
214,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,386.0,0.0
215,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,386.0,0.0
216,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,542.0,0.0
217,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,106.0,0.0
218,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,295.0,0.0
219,0,1,0,25,0.632219805723857,0.5417516659947875,1,0.6345383984398146,0.5517365865789109,1,295.0,0.0
220,0,1,1,8,0.6354696827559755,0.555754660493438,1,0.6325747043139216,0.543278302269887,1,295.0,-0.003249877032118431
221,0,1,0,24,0.6443200715275514,0.5941643590005898,1,0.6466469903353235,0.6043329509921181,1,191.0,-0.008850388771575957
222,0,1,0,24,0.6443200715275514,0.5941643590005898,1,0.6466469903353235,0.6043329509921181,1,191.0,-0.008850388771575957
223,0,1,0,24,0.6443200715275514,0.5941643590005898,1,0.6466469903353235,0.6043329509921181,1,517.0,0.0
224,0,1,0,24,0.6443200715275514,0.5941643590005898,1,0.6466469903353235,0.6043329509921181,1,517.0,0.0
225,0,1,0,24,0.6443200715275514,0.5941643590005898,1,0.6466469903353235,0.6043329509921181,1,93.0,0.0
226,0,1,0,24,0.6443200715275514,0.5941643590005898,1,0.6466469903353235,0.6043329509921181,1,93.0,0.0
227,1,1,0,24,0.6443200715275514,0.5941643590005898,1,0.6466469903353235,0.6043329509921181,1,93.0,0.0
